nombre_campo,longitud,tipo,nemónico,catálogo,rango_claves
Pregunta D33C.21 Se presentan cinco afirmaciones con las que usted puede o no estar de acuerdo. Por favor dígame lo que piensa en cada caso. Responda abierta y sinceramente. - Estoy satisfecho(a) con mi vida,1,C,d33c_21,d33c_21,"1...3,8,9"
"Pregunta D33D.21 Se presentan cinco afirmaciones con las que usted puede o no estar de acuerdo. Por favor dígame lo que piensa en cada caso. Responda abierta y sinceramente. - Hasta ahora, he conseguido las cosas que para mí son importantes en la vida",1,C,d33d_21,d33d_21,"1...3,8,9"
"Pregunta D33E.21 Se presentan cinco afirmaciones con las que usted puede o no estar de acuerdo. Por favor dígame lo que piensa en cada caso. Responda abierta y sinceramente. - Si volviese a nacer, no cambiaría casi nada de mi vida",1,C,d33e_21,d33e_21,"1...3,8,9"
Pregunta D34A1.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. - Cuidar a un adulto enfermo o discapacitado,1,C,d34a1_21,d34a1_21,"1,2,8,9"
Pregunta D34A2.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Cuidar a un adulto enfermo o discapacitado - NÚMERO DE VECES,2,C,d34a2_21,,01...90
Pregunta D34A3.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Cuidar a un adulto enfermo o discapacitado - PERIODO,1,C,d34a3_21,d34a3_21,"1,2"
Pregunta D34B1.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. - Cuidar a niños menores de 12 años,1,C,d34b1_21,d34b1_21,"1,2,8,9"
Pregunta D34B2.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Cuidar a niños menores de 12 años - NÚMERO DE VECES,2,C,d34b2_21,,01...64
Pregunta D34B3.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Cuidar a niños menores de 12 años - PERIODO,1,C,d34b3_21,d34b3_21,"1,2"
Pregunta D34C1.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. - Trabajo de voluntariado o apoyo a alguna organización civil sin pago o retribución,1,C,d34c1_21,d34c1_21,"1,2,8,9"
Pregunta D34C2.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Trabajo de voluntariado o apoyo a alguna organización civil sin pago o retribución - NÚMERO DE VECES,2,C,d34c2_21,,01...90
Pregunta D34C3.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Trabajo de voluntariado o apoyo a alguna organización civil sin pago o retribución - PERIODO,1,C,d34c3_21,d34c3_21,"1,2"
"Pregunta D34D1.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. - Asistir a algún curso de capacitación, plática informativa o clase",1,C,d34d1_21,d34d1_21,"1,2,8,9"
"Pregunta D34D2.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Asistir a algún curso de capacitación, plática informativa o clase - NÚMERO DE VECES",2,C,d34d2_21,,01...40
"Pregunta D34D3.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Asistir a algún curso de capacitación, plática informativa o clase - PERIODO",1,C,d34d3_21,d34d3_21,"1,2"
Pregunta D34E1.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. - Asistir a un deportivo o club social,1,C,d34e1_21,d34e1_21,"1,2,8,9"
Pregunta D34E2.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Asistir a un deportivo o club social - NÚMERO DE VECES,2,C,d34e2_21,,01...30
Pregunta D34E3.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Asistir a un deportivo o club social - PERIODO,1,C,d34e3_21,d34e3_21,"1,2"
"Pregunta D34F1.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. - Leer algún libro, revista o periódico",1,C,d34f1_21,d34f1_21,"1,2,8,9"
"Pregunta D34F2.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Leer algún libro, revista o periódico - NÚMERO DE VECES",2,C,d34f2_21,,01...88
"Pregunta D34F3.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Leer algún libro, revista o periódico - PERIODO",1,C,d34f3_21,d34f3_21,"1,2"
"Pregunta D34G1.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. - Hacer crucigramas, rompecabezas, juegos de números (sudoku)",1,C,d34g1_21,d34g1_21,"1,2,8,9"
"Pregunta D34G2.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Hacer crucigramas, rompecabezas, juegos de números (sudoku) - NÚMERO DE VECES",2,C,d34g2_21,,01...30
"Pregunta D34G3.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Hacer crucigramas, rompecabezas, juegos de números (sudoku) - PERIODO",1,C,d34g3_21,d34g3_21,"1,2"
"Pregunta D34H1.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. - Jugar juegos de mesa como cartas, dominó o ajedrez",1,C,d34h1_21,d34h1_21,"1,2,8,9"
"Pregunta D34H2.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Jugar juegos de mesa como cartas, dominó o ajedrez - NÚMERO DE VECES",2,C,d34h2_21,,01...30
"Pregunta D34H3.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Jugar juegos de mesa como cartas, dominó o ajedrez - PERIODO",1,C,d34h3_21,d34h3_21,"1,2"
Pregunta D34I1.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. - Hablar por teléfono a familiares o amigos o usar una computadora para enviar mensajes o usar internet,1,C,d34i1_21,d34i1_21,"1,2,8,9"
Pregunta D34I2.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Hablar por teléfono a familiares o amigos o usar una computadora para enviar mensajes o usar internet - NÚMERO DE VECES,2,C,d34i2_21,,01...54
Pregunta D34I3.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Hablar por teléfono a familiares o amigos o usar una computadora para enviar mensajes o usar internet - PERIODO,1,C,d34i3_21,d34i3_21,"1,2"
"Pregunta D34J1.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Hacer actividades de mantenimiento del hogar, reparaciones, jardinería, etcétera",1,C,d34j1_21,d34j1_21,"1,2,8,9"
"Pregunta D34J2.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Hacer actividades de mantenimiento del hogar, reparaciones, jardinería, etcétera - NÚMERO DE VECES",2,C,d34j2_21,,01...88
"Pregunta D34J3.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Hacer actividades de mantenimiento del hogar, reparaciones, jardinería, etcétera - PERIODO",1,C,d34j3_21,d34j3_21,"1,2"
Pregunta D34K1.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. - Ver la televisión,1,C,d34k1_21,d34k1_21,"1,2,8,9"
Pregunta D34K2.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Ver la televisión - NÚMERO DE VECES,2,C,d34k2_21,,01...67
Pregunta D34K3.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Ver la televisión - PERIODO,1,C,d34k3_21,d34k3_21,"1,2"
"Pregunta D34L1.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. - Coser, bordar, tejer o realizar otras manualidades",1,C,d34l1_21,d34l1_21,"1,2,8,9"
"Pregunta D34L2.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Coser, bordar, tejer o realizar otras manualidades - NÚMERO DE VECES",2,C,d34l2_21,,01...30
"Pregunta D34L3.21 Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación. Coser, bordar, tejer o realizar otras manualidades - PERIODO",1,C,d34l3_21,d34l3_21,"1,2"
"Pregunta D35A.21 Las siguientes preguntas se refieren a cómo se siente respecto a diferentes aspectos de su vida. Para cada uno por favor dígame, ¿qué tan frecuentemente siente que le falta compañía?",1,C,d35a_21,d35a_21,"1...3,8,9"
"Pregunta D35B.21 Las siguientes preguntas se refieren a cómo se siente respecto a diferentes aspectos de su vida. Para cada uno por favor dígame, ¿qué tan frecuentemente se siente ignorado(a) por los demás?",1,C,d35b_21,d35b_21,"1...3,8,9"
"Pregunta D35C.21 Las siguientes preguntas se refieren a cómo se siente respecto a diferentes aspectos de su vida. Para cada uno por favor dígame, ¿qué tan frecuentemente se siente aislado(a), apartado(a) de los demás?",1,C,d35c_21,d35c_21,"1...3,8,9"
Pregunta E1A.21 ¿Cómo evaluaría usted su memoria en el presente? Diría que:,1,C,e1a_21,e1a_21,"1...5,8,9"
"Pregunta E1B.21 ¿Comparando con hace dos años, diría que su memoria es...?",1,C,e1b_21,e1b_21,"1...3,8,9"
Pregunta E2.21 ¿Usted necesita lentes para ver de cerca?,1,C,e2_21,e2_21,"1,2"
"Pregunta E3A.21 Para las siguientes preguntas, le pido por favor que se ponga sus lentes. ¿LA PERSONA PUEDE LEER CON LOS LENTES?",1,C,e3a_21,e3a_21,"1,2"
"Pregunta E3B.21 Entrevistador: Lee Instrucciones por favor, lea este texto en voz alta. Tome esta medicina una vez al día después de la comida",1,C,e3b_21,e3b_21,1...6
"Pregunta E6.21 Entrevistador: en caso de pareja entrevistada, pregunta el mes de nacimiento de cada uno. aplica la lista ""a"" al más próximo a cumplir años y la lista ""b"" a la otra persona. en caso de entrevista única en el hogar: aplica la lista ""a"" si hoy es lunes, miércoles o viernes. aplica la lista ""b"" si hoy es cualquier otro día. indica la lista que se aplicó",1,C,e6_21,e6_21,"1,2"
"Pregunta E7.1.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Se rehusó",1,C,e7_1_21,e7_1_21,"1,9"
"Pregunta E7A.1.1.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Gato",1,C,e7a_1_1_21,e7a_1_1_21,"0,1"
"Pregunta E7A.1.2.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Brazo",1,C,e7a_1_2_21,e7a_1_2_21,"0,1"
"Pregunta E7A.1.3.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Pera",1,C,e7a_1_3_21,e7a_1_3_21,"0,1"
"Pregunta E7A.1.4.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Lima",1,C,e7a_1_4_21,e7a_1_4_21,"0,1"
"Pregunta E7A.1.5.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Silla",1,C,e7a_1_5_21,e7a_1_5_21,"0,1"
"Pregunta E7A.1.6.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Casa",1,C,e7a_1_6_21,e7a_1_6_21,"0,1"
"Pregunta E7A.1.7.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Ratón",1,C,e7a_1_7_21,e7a_1_7_21,"0,1"
"Pregunta E7A.1.8.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Falda",1,C,e7a_1_8_21,e7a_1_8_21,"0,1"
"Pregunta E7A1.TOT.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - TOTAL",1,C,e7a1_tot_21,,0...8
"Pregunta E7B.1.1.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Perro",1,C,e7b_1_1_21,e7b_1_1_21,"0,1"
"Pregunta E7B.1.2.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Mano",1,C,e7b_1_2_21,e7b_1_2_21,"0,1"
"Pregunta E7B.1.3.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Cama",1,C,e7b_1_3_21,e7b_1_3_21,"0,1"
"Pregunta E7B.1.4.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Fresa",1,C,e7b_1_4_21,e7b_1_4_21,"0,1"
"Pregunta E7B.1.5.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Bota",1,C,e7b_1_5_21,e7b_1_5_21,"0,1"
"Pregunta E7B.1.6.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Limón",1,C,e7b_1_6_21,e7b_1_6_21,"0,1"
"Pregunta E7B.1.7.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Mesa",1,C,e7b_1_7_21,e7b_1_7_21,"0,1"
"Pregunta E7B.1.8.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Vaca",1,C,e7b_1_8_21,e7b_1_8_21,"0,1"
"Pregunta E7B1.TOT.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - TOTAL",1,C,e7b1_tot_21,,0...8
"Pregunta E7.2.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Se rehusó",1,C,e7_2_21,e7_2_21,"1,9"
"Pregunta E7A.2.1.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Pera",1,C,e7a_2_1_21,e7a_2_1_21,"0,1"
"Pregunta E7A.2.2.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Falda",1,C,e7a_2_2_21,e7a_2_2_21,"0,1"
"Pregunta E7A.2.3.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Silla",1,C,e7a_2_3_21,e7a_2_3_21,"0,1"
"Pregunta E7A.2.4.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Gato",1,C,e7a_2_4_21,e7a_2_4_21,"0,1"
"Pregunta E7A.2.5.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Ratón",1,C,e7a_2_5_21,e7a_2_5_21,"0,1"
"Pregunta E7A.2.6.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Brazo",1,C,e7a_2_6_21,e7a_2_6_21,"0,1"
"Pregunta E7A.2.7.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Casa",1,C,e7a_2_7_21,e7a_2_7_21,"0,1"
"Pregunta E7A.2.8.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Lima",1,C,e7a_2_8_21,e7a_2_8_21,"0,1"
"Pregunta E7A2.TOT.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - TOTAL",1,C,e7a2_tot_21,,0...8
"Pregunta E7B.2.1.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Cama",1,C,e7b_2_1_21,e7b_2_1_21,"0,1"
"Pregunta E7B.2.2.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Vaca",1,C,e7b_2_2_21,e7b_2_2_21,"0,1"
"Pregunta E7B.2.3.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Bota",1,C,e7b_2_3_21,e7b_2_3_21,"0,1"
"Pregunta E7B.2.4.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Perro",1,C,e7b_2_4_21,e7b_2_4_21,"0,1"
"Pregunta E7B.2.5.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Mesa",1,C,e7b_2_5_21,e7b_2_5_21,"0,1"
"Pregunta E7B.2.6.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Mano",1,C,e7b_2_6_21,e7b_2_6_21,"0,1"
"Pregunta E7B.2.7.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Limón",1,C,e7b_2_7_21,e7b_2_7_21,"0,1"
"Pregunta E7B.2.8.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - Fresa",1,C,e7b_2_8_21,e7b_2_8_21,"0,1"
"Pregunta E7B2.TOT.21 Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)? - TOTAL",1,C,e7b2_tot_21,,0...8
"Pregunta E7.3.21 Voy a leerle una lista de palabras. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Puedo iniciar? - Se rehusó",1,C,e7_3_21,e7_3_21,"1,9"
Pregunta E7A.3.1.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Ratón,1,C,e7a_3_1_21,e7a_3_1_21,"0,1"
Pregunta E7A.3.2.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Lima,1,C,e7a_3_2_21,e7a_3_2_21,"0,1"
Pregunta E7A.3.3.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Brazo,1,C,e7a_3_3_21,e7a_3_3_21,"0,1"
Pregunta E7A.3.4.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Casa,1,C,e7a_3_4_21,e7a_3_4_21,"0,1"
Pregunta E7A.3.5.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Gato,1,C,e7a_3_5_21,e7a_3_5_21,"0,1"
Pregunta E7A.3.6.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Falda,1,C,e7a_3_6_21,e7a_3_6_21,"0,1"
Pregunta E7A.3.7.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Pera,1,C,e7a_3_7_21,e7a_3_7_21,"0,1"
Pregunta E7A.3.8.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Silla,1,C,e7a_3_8_21,e7a_3_8_21,"0,1"
Pregunta E7A3.TOT.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - TOTAL,1,C,e7a3_tot_21,,0...8
Pregunta E7B.3.1.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Mesa,1,C,e7b_3_1_21,e7b_3_1_21,"0,1"
Pregunta E7B.3.2.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Fresa,1,C,e7b_3_2_21,e7b_3_2_21,"0,1"
Pregunta E7B.3.3.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Mano,1,C,e7b_3_3_21,e7b_3_3_21,"0,1"
Pregunta E7B.3.4.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Limón,1,C,e7b_3_4_21,e7b_3_4_21,"0,1"
Pregunta E7B.3.5.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Perro,1,C,e7b_3_5_21,e7b_3_5_21,"0,1"
Pregunta E7B.3.6.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Vaca,1,C,e7b_3_6_21,e7b_3_6_21,"0,1"
Pregunta E7B.3.7.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Cama,1,C,e7b_3_7_21,e7b_3_7_21,"0,1"
Pregunta E7B.3.8.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - Bota,1,C,e7b_3_8_21,e7b_3_8_21,"0,1"
Pregunta E7B3.TOT.21 Hagamos el ejercicio por última vez. ¿Está listo(a)? - TOTAL,1,C,e7b3_tot_21,,0...8
Pregunta E4.21 ¿Usted tiene problemas para tomar una pluma o lápiz y hacer unos trazos?,1,C,e4_21,e4_21,"1,2,8"
Pregunta E5.21 ¿Qué problema(s) tiene?,1,C,e5_21,e5_21,1...4
Pregunta E8A.21 Habilidad visomotriz,1,C,e8a_21,e8a_21,"1,2,8"
Pregunta E8A.C.21 Calificación del ejercicio de habilidad visomotriz,1,C,e8a_c_21,,0...6
